test_type,year,week_code,week_date,region,detections,tests,outlier
Antigen,1011,1030,2010-07-31,0,20,367,0
Antigen,1011,1031,2010-08-07,0,22,315,0
Antigen,1011,1032,2010-08-14,0,22,381,0
Antigen,1011,1033,2010-08-21,0,33,470,0
Antigen,1011,1034,2010-08-28,0,33,491,0
Antigen,1011,1035,2010-09-04,0,34,579,0
Antigen,1011,1036,2010-09-11,0,52,711,0
Antigen,1011,1037,2010-09-18,0,64,698,0
Antigen,1011,1038,2010-09-25,0,88,788,0
Antigen,1011,1039,2010-10-02,0,104,794,0
Antigen,1011,1040,2010-10-09,0,169,928,0
Antigen,1011,1041,2010-10-16,0,174,1031,0
Antigen,1011,1042,2010-10-23,0,193,1094,0
Antigen,1011,1043,2010-10-30,0,237,1231,0
Antigen,1011,1044,2010-11-06,0,314,1317,0
Antigen,1011,1045,2010-11-13,0,272,1310,0
Antigen,1011,1046,2010-11-20,0,299,1485,0
Antigen,1011,1047,2010-11-27,0,386,1532,0
Antigen,1011,1048,2010-12-04,0,323,1537,0
Antigen,1011,1049,2010-12-11,0,343,1501,0
Antigen,1011,1050,2010-12-18,0,423,1844,0
Antigen,1011,1051,2010-12-25,0,404,2044,0
Antigen,1011,1052,2011-01-01,0,546,2482,0
Antigen,1011,1101,2011-01-08,0,523,2179,0
Antigen,1011,1102,2011-01-15,0,442,2075,0
Antigen,1011,1103,2011-01-22,0,429,2107,0
Antigen,1011,1104,2011-01-29,0,438,2225,0
Antigen,1011,1105,2011-02-05,0,411,2253,0
Antigen,1011,1106,2011-02-12,0,431,2414,0
Antigen,1011,1107,2011-02-19,0,367,2261,0
Antigen,1011,1108,2011-02-26,0,380,2313,0
Antigen,1011,1109,2011-03-05,0,347,2026,0
Antigen,1011,1110,2011-03-12,0,264,1872,0
Antigen,1011,1111,2011-03-19,0,269,1766,0
Antigen,1011,1112,2011-03-26,0,152,1536,0
Antigen,1011,1113,2011-04-02,0,128,1364,0
Antigen,1011,1114,2011-04-09,0,108,1217,0
Antigen,1011,1115,2011-04-16,0,96,1169,0
Antigen,1011,1116,2011-04-23,0,64,1010,0
Antigen,1011,1117,2011-04-30,0,57,949,0
Antigen,1011,1118,2011-05-07,0,47,923,0
Antigen,1011,1119,2011-05-14,0,49,822,0
Antigen,1011,1120,2011-05-21,0,42,703,0
Antigen,1011,1121,2011-05-28,0,43,700,0
Antigen,1011,1122,2011-06-04,0,30,817,0
Antigen,1011,1123,2011-06-11,0,34,558,0
Antigen,1011,1124,2011-06-18,0,27,532,0
Antigen,1011,1125,2011-06-25,0,34,442,0
Antigen,1011,1126,2011-07-02,0,23,469,0
Antigen,1011,1027,2010-07-10,0,0,223,0
Antigen,1011,1028,2010-07-17,0,2,250,0
Antigen,1011,1029,2010-07-24,0,1,259,0
Antigen,1011,1030,2010-07-31,0,1,229,0
Antigen,1011,1031,2010-08-07,0,1,191,0
Antigen,1011,1032,2010-08-14,0,2,279,0
Antigen,1011,1033,2010-08-21,0,1,287,0
Antigen,1011,1034,2010-08-28,0,2,375,0
Antigen,1011,1035,2010-09-04,0,3,421,0
Antigen,1011,1036,2010-09-11,0,8,640,0
Antigen,1011,1037,2010-09-18,0,5,597,0
Antigen,1011,1038,2010-09-25,0,9,574,0
Antigen,1011,1039,2010-10-02,0,10,641,0
Antigen,1011,1040,2010-10-09,0,15,731,0
Antigen,1011,1041,2010-10-16,0,23,768,0
Antigen,1011,1042,2010-10-23,0,45,735,0
Antigen,1011,1043,2010-10-30,0,26,715,0
Antigen,1011,1044,2010-11-06,0,50,803,0
Antigen,1011,1045,2010-11-13,0,82,1020,0
Antigen,1011,1046,2010-11-20,0,97,1052,0
Antigen,1011,1047,2010-11-27,0,153,1088,0
Antigen,1011,1048,2010-12-04,0,164,1161,0
Antigen,1011,1049,2010-12-11,0,211,1257,0
Antigen,1011,1050,2010-12-18,0,301,1690,0
Antigen,1011,1051,2010-12-25,0,444,1865,0
Antigen,1011,1052,2011-01-01,0,622,2333,0
Antigen,1011,1101,2011-01-08,0,605,2251,0
Antigen,1011,1102,2011-01-15,0,608,2216,0
Antigen,1011,1103,2011-01-22,0,702,2557,0
Antigen,1011,1104,2011-01-29,0,834,2821,0
Antigen,1011,1105,2011-02-05,0,718,2553,0
Antigen,1011,1106,2011-02-12,0,780,2621,0
Antigen,1011,1107,2011-02-19,0,672,2537,0
Antigen,1011,1108,2011-02-26,0,639,2473,0
Antigen,1011,1109,2011-03-05,0,534,2245,0
Antigen,1011,1110,2011-03-12,0,392,2028,0
Antigen,1011,1111,2011-03-19,0,308,1824,0
Antigen,1011,1112,2011-03-26,0,189,1429,0
Antigen,1011,1113,2011-04-02,0,90,970,0
Antigen,1011,1114,2011-04-09,0,59,1058,0
Antigen,1011,1115,2011-04-16,0,49,835,0
Antigen,1011,1116,2011-04-23,0,37,697,0
Antigen,1011,1117,2011-04-30,0,26,573,0
Antigen,1011,1118,2011-05-07,0,7,481,0
Antigen,1011,1119,2011-05-14,0,11,462,0
Antigen,1011,1120,2011-05-21,0,9,422,0
Antigen,1011,1121,2011-05-28,0,12,312,0
Antigen,1011,1122,2011-06-04,0,5,304,0
Antigen,1011,1123,2011-06-11,0,3,244,0
Antigen,1011,1124,2011-06-18,0,2,253,0
Antigen,1011,1125,2011-06-25,0,2,212,0
Antigen,1011,1126,2011-07-02,0,0,187,0
Antigen,1011,1027,2010-07-10,0,0,202,0
Antigen,1011,1028,2010-07-17,0,0,196,0
Antigen,1011,1029,2010-07-24,0,1,154,0
Antigen,1011,1030,2010-07-31,0,2,148,0
Antigen,1011,1031,2010-08-07,0,0,100,0
Antigen,1011,1032,2010-08-14,0,1,150,0
Antigen,1011,1033,2010-08-21,0,1,187,0
Antigen,1011,1034,2010-08-28,0,0,165,0
Antigen,1011,1035,2010-09-04,0,0,240,0
Antigen,1011,1036,2010-09-11,0,0,246,0
Antigen,1011,1037,2010-09-18,0,0,278,0
Antigen,1011,1038,2010-09-25,0,1,306,0
Antigen,1011,1039,2010-10-02,0,2,284,0
Antigen,1011,1040,2010-10-09,0,1,271,0
Antigen,1011,1041,2010-10-16,0,4,297,0
Antigen,1011,1042,2010-10-23,0,3,350,0
Antigen,1011,1043,2010-10-30,0,0,276,0
Antigen,1011,1044,2010-11-06,0,5,356,0
Antigen,1011,1045,2010-11-13,0,7,399,0
Antigen,1011,1046,2010-11-20,0,8,377,0
Antigen,1011,1047,2010-11-27,0,4,432,0
Antigen,1011,1048,2010-12-04,0,7,441,0
Antigen,1011,1049,2010-12-11,0,16,502,0
Antigen,1011,1050,2010-12-18,0,28,571,0
Antigen,1011,1051,2010-12-25,0,35,529,0
Antigen,1011,1052,2011-01-01,0,83,609,0
Antigen,1011,1101,2011-01-08,0,100,651,0
Antigen,1011,1102,2011-01-15,0,101,617,0
Antigen,1011,1103,2011-01-22,0,169,759,0
Antigen,1011,1104,2011-01-29,0,216,823,0
Antigen,1011,1105,2011-02-05,0,286,895,0
Antigen,1011,1106,2011-02-12,0,286,978,0
Antigen,1011,1107,2011-02-19,0,424,1239,1
Antigen,1011,1108,2011-02-26,0,386,1255,0
Antigen,1011,1109,2011-03-05,0,334,1096,0
Antigen,1011,1110,2011-03-12,0,312,1122,0
Antigen,1011,1111,2011-03-19,0,209,951,0
Antigen,1011,1112,2011-03-26,0,206,902,0
Antigen,1011,1113,2011-04-02,0,155,783,0
Antigen,1011,1114,2011-04-09,0,121,680,0
Antigen,1011,1115,2011-04-16,0,78,659,0
Antigen,1011,1116,2011-04-23,0,81,592,0
Antigen,1011,1117,2011-04-30,0,54,533,0
Antigen,1011,1118,2011-05-07,0,45,495,0
Antigen,1011,1119,2011-05-14,0,25,449,0
Antigen,1011,1120,2011-05-21,0,31,408,0
Antigen,1011,1121,2011-05-28,0,18,390,0
Antigen,1011,1122,2011-06-04,0,10,317,0
Antigen,1011,1123,2011-06-11,0,12,349,0
Antigen,1011,1124,2011-06-18,0,11,263,0
Antigen,1011,1125,2011-06-25,0,6,244,0
Antigen,1011,1126,2011-07-02,0,0,207,0
Antigen,1112,1127,2011-07-09,0,0,210,0
Antigen,1112,1128,2011-07-16,0,0,137,0
Antigen,1112,1129,2011-07-23,0,3,158,0
Antigen,1112,1130,2011-07-30,0,2,158,0
Antigen,1112,1131,2011-08-06,0,0,136,0
Antigen,1112,1132,2011-08-13,0,0,108,0
Antigen,1112,1133,2011-08-20,0,0,137,0
Antigen,1112,1134,2011-08-27,0,0,170,0
Antigen,1112,1135,2011-09-03,0,1,176,0
Antigen,1112,1136,2011-09-10,0,2,162,0
Antigen,1112,1137,2011-09-17,0,3,183,0
Antigen,1112,1138,2011-09-24,0,2,253,0
Antigen,1112,1139,2011-10-01,0,1,158,0
Antigen,1112,1140,2011-10-08,0,0,248,0
Antigen,1112,1141,2011-10-15,0,1,247,0
Antigen,1112,1142,2011-10-22,0,3,236,0
Antigen,1112,1143,2011-10-29,0,5,259,0
Antigen,1112,1144,2011-11-05,0,0,211,0
Antigen,1112,1145,2011-11-12,0,3,271,0
Antigen,1112,1146,2011-11-19,0,10,299,0
Antigen,1112,1147,2011-11-26,0,13,250,0
Antigen,1112,1148,2011-12-03,0,17,273,0
Antigen,1112,1149,2011-12-10,0,22,308,0
Antigen,1112,1150,2011-12-17,0,27,287,0
Antigen,1112,1151,2011-12-24,0,24,200,0
Antigen,1112,1152,2011-12-31,0,26,209,0
Antigen,1112,1201,2012-01-07,0,46,238,0
Antigen,1112,1202,2012-01-14,0,62,275,0
Antigen,1112,1203,2012-01-21,0,70,299,0
Antigen,1112,1204,2012-01-28,0,112,339,0
Antigen,1112,1205,2012-02-04,0,82,332,0
Antigen,1112,1206,2012-02-11,0,92,362,0
Antigen,1112,1207,2012-02-18,0,109,382,0
Antigen,1112,1208,2012-02-25,0,142,497,0
Antigen,1112,1209,2012-03-03,0,130,383,0
Antigen,1112,1210,2012-03-10,0,148,553,0
Antigen,1112,1211,2012-03-17,0,125,506,0
Antigen,1112,1212,2012-03-24,0,129,489,0
Antigen,1112,1213,2012-03-31,0,104,438,0
Antigen,1112,1214,2012-04-07,0,74,403,0
Antigen,1112,1215,2012-04-14,0,64,384,0
Antigen,1112,1216,2012-04-21,0,43,316,0
Antigen,1112,1217,2012-04-28,0,29,349,0
Antigen,1112,1218,2012-05-05,0,22,237,0
Antigen,1112,1219,2012-05-12,0,12,226,0
Antigen,1112,1220,2012-05-19,0,10,265,0
Antigen,1112,1221,2012-05-26,0,14,229,0
Antigen,1112,1222,2012-06-02,0,10,179,0
Antigen,1112,1223,2012-06-09,0,4,187,0
Antigen,1112,1224,2012-06-16,0,4,147,0
Antigen,1112,1225,2012-06-23,0,5,140,0
Antigen,1112,1226,2012-06-30,0,1,154,0
Antigen,1112,1127,2011-07-09,0,2,68,0
Antigen,1112,1128,2011-07-16,0,0,80,0
Antigen,1112,1129,2011-07-23,0,0,101,0
Antigen,1112,1130,2011-07-30,0,2,76,0
Antigen,1112,1131,2011-08-06,0,0,62,0
Antigen,1112,1132,2011-08-13,0,2,81,0
Antigen,1112,1133,2011-08-20,0,0,106,0
Antigen,1112,1134,2011-08-27,0,3,99,0
Antigen,1112,1135,2011-09-03,0,3,112,0
Antigen,1112,1136,2011-09-10,0,3,138,0
Antigen,1112,1137,2011-09-17,0,5,169,0
Antigen,1112,1138,2011-09-24,0,10,204,0
Antigen,1112,1139,2011-10-01,0,12,312,0
Antigen,1112,1140,2011-10-08,0,11,223,0
Antigen,1112,1141,2011-10-15,0,12,301,0
Antigen,1112,1142,2011-10-22,0,22,323,0
Antigen,1112,1143,2011-10-29,0,25,320,0
Antigen,1112,1144,2011-11-05,0,23,406,0
Antigen,1112,1145,2011-11-12,0,52,447,0
Antigen,1112,1146,2011-11-19,0,73,466,0
Antigen,1112,1147,2011-11-26,0,91,443,0
Antigen,1112,1148,2011-12-03,0,163,598,0
Antigen,1112,1149,2011-12-10,0,177,694,0
Antigen,1112,1150,2011-12-17,0,242,750,0
Antigen,1112,1151,2011-12-24,0,226,833,0
Antigen,1112,1152,2011-12-31,0,244,817,0
Antigen,1112,1201,2012-01-07,0,233,851,0
Antigen,1112,1202,2012-01-14,0,166,732,0
Antigen,1112,1203,2012-01-21,0,171,673,0
Antigen,1112,1204,2012-01-28,0,183,670,0
Antigen,1112,1205,2012-02-04,0,173,641,0
Antigen,1112,1206,2012-02-11,0,174,672,0
Antigen,1112,1207,2012-02-18,0,156,653,0
Antigen,1112,1208,2012-02-25,0,140,646,0
Antigen,1112,1209,2012-03-03,0,104,555,0
Antigen,1112,1210,2012-03-10,0,62,499,0
Antigen,1112,1211,2012-03-17,0,47,471,0
Antigen,1112,1212,2012-03-24,0,43,559,0
Antigen,1112,1213,2012-03-31,0,42,500,0
Antigen,1112,1214,2012-04-07,0,24,413,0
Antigen,1112,1215,2012-04-14,0,8,355,0
Antigen,1112,1216,2012-04-21,0,12,310,0
Antigen,1112,1217,2012-04-28,0,12,317,0
Antigen,1112,1218,2012-05-05,0,6,252,0
Antigen,1112,1219,2012-05-12,0,6,271,0
Antigen,1112,1220,2012-05-19,0,6,263,0
Antigen,1112,1221,2012-05-26,0,4,246,0
Antigen,1112,1222,2012-06-02,0,8,165,0
Antigen,1112,1223,2012-06-09,0,3,180,0
Antigen,1112,1224,2012-06-16,0,2,163,0
Antigen,1112,1225,2012-06-23,0,5,161,0
Antigen,1112,1226,2012-06-30,0,3,154,0
Antigen,1112,1127,2011-07-09,0,17,390,0
Antigen,1112,1128,2011-07-16,0,23,394,0
Antigen,1112,1129,2011-07-23,0,20,320,0
Antigen,1112,1130,2011-07-30,0,31,351,0
Antigen,1112,1131,2011-08-06,0,18,321,0
Antigen,1112,1132,2011-08-13,0,48,422,0
Antigen,1112,1133,2011-08-20,0,51,458,0
Antigen,1112,1134,2011-08-27,0,50,536,0
Antigen,1112,1135,2011-09-03,0,62,596,0
Antigen,1112,1136,2011-09-10,0,79,644,0
Antigen,1112,1137,2011-09-17,0,57,659,0
Antigen,1112,1138,2011-09-24,0,97,764,0
Antigen,1112,1139,2011-10-01,0,100,760,0
Antigen,1112,1140,2011-10-08,0,90,845,0
Antigen,1112,1141,2011-10-15,0,104,843,0
Antigen,1112,1142,2011-10-22,0,123,951,0
Antigen,1112,1143,2011-10-29,0,167,1063,0
Antigen,1112,1144,2011-11-05,0,175,1118,0
Antigen,1112,1145,2011-11-12,0,197,1188,0
Antigen,1112,1146,2011-11-19,0,196,1284,0
Antigen,1112,1147,2011-11-26,0,238,1229,0
Antigen,1112,1148,2011-12-03,0,265,1290,0
Antigen,1112,1149,2011-12-10,0,229,1184,0
Antigen,1112,1150,2011-12-17,0,290,1390,0
Antigen,1112,1151,2011-12-24,0,350,1573,0
Antigen,1112,1152,2011-12-31,0,451,1762,0
Antigen,1112,1201,2012-01-07,0,334,1486,0
Antigen,1112,1202,2012-01-14,0,301,1369,0
Antigen,1112,1203,2012-01-21,0,351,1579,0
Antigen,1112,1204,2012-01-28,0,331,1609,0
Antigen,1112,1205,2012-02-04,0,318,1699,0
Antigen,1112,1206,2012-02-11,0,363,1707,0
Antigen,1112,1207,2012-02-18,0,324,1738,0
Antigen,1112,1208,2012-02-25,0,279,1677,0
Antigen,1112,1209,2012-03-03,0,278,1630,0
Antigen,1112,1210,2012-03-10,0,184,1514,0
Antigen,1112,1211,2012-03-17,0,215,1546,0
Antigen,1112,1212,2012-03-24,0,156,1319,0
Antigen,1112,1213,2012-03-31,0,119,1243,0
Antigen,1112,1214,2012-04-07,0,88,1228,0
Antigen,1112,1215,2012-04-14,0,79,1131,0
Antigen,1112,1216,2012-04-21,0,65,1112,0
Antigen,1112,1217,2012-04-28,0,40,1001,0
Antigen,1112,1218,2012-05-05,0,29,928,0
Antigen,1112,1219,2012-05-12,0,32,886,0
Antigen,1112,1220,2012-05-19,0,30,816,0
Antigen,1112,1221,2012-05-26,0,39,843,0
Antigen,1112,1222,2012-06-02,0,29,749,0
Antigen,1112,1223,2012-06-09,0,33,702,0
Antigen,1112,1224,2012-06-16,0,34,671,0
Antigen,1112,1225,2012-06-23,0,32,603,0
Antigen,1112,1226,2012-06-30,0,37,592,0
Antigen,1112,1127,2011-07-09,0,2,193,0
Antigen,1112,1128,2011-07-16,0,1,195,0
Antigen,1112,1129,2011-07-23,0,2,213,0
Antigen,1112,1130,2011-07-30,0,0,204,0
Antigen,1112,1131,2011-08-06,0,5,200,0
Antigen,1112,1132,2011-08-13,0,2,241,0
Antigen,1112,1133,2011-08-20,0,4,254,0
Antigen,1112,1134,2011-08-27,0,3,272,0
Antigen,1112,1135,2011-09-03,0,4,355,0
Antigen,1112,1136,2011-09-10,0,7,425,0
Antigen,1112,1137,2011-09-17,0,3,458,0
Antigen,1112,1138,2011-09-24,0,8,473,0
Antigen,1112,1139,2011-10-01,0,13,526,0
Antigen,1112,1140,2011-10-08,0,13,527,0
Antigen,1112,1141,2011-10-15,0,19,571,0
Antigen,1112,1142,2011-10-22,0,29,646,0
Antigen,1112,1143,2011-10-29,0,16,686,0
Antigen,1112,1144,2011-11-05,0,42,810,0
Antigen,1112,1145,2011-11-12,0,54,895,0
Antigen,1112,1146,2011-11-19,0,100,1003,0
Antigen,1112,1147,2011-11-26,0,133,956,0
Antigen,1112,1148,2011-12-03,0,204,1225,0
Antigen,1112,1149,2011-12-10,0,230,1209,0
Antigen,1112,1150,2011-12-17,0,342,1364,0
Antigen,1112,1151,2011-12-24,0,496,1589,0
Antigen,1112,1152,2011-12-31,0,693,2111,0
Antigen,1112,1201,2012-01-07,0,698,2091,0
Antigen,1112,1202,2012-01-14,0,580,1885,0
Antigen,1112,1203,2012-01-21,0,626,2073,0
Antigen,1112,1204,2012-01-28,0,745,2154,0
Antigen,1112,1205,2012-02-04,0,704,2244,0
Antigen,1112,1206,2012-02-11,0,656,2112,0
Antigen,1112,1207,2012-02-18,0,557,2009,0
Antigen,1112,1208,2012-02-25,0,460,1985,0
Antigen,1112,1209,2012-03-03,0,345,1795,0
Antigen,1112,1210,2012-03-10,0,278,1588,0
Antigen,1112,1211,2012-03-17,0,223,1407,0
Antigen,1112,1212,2012-03-24,0,133,1042,0
Antigen,1112,1213,2012-03-31,0,115,1083,0
Antigen,1112,1214,2012-04-07,0,72,858,0
Antigen,1112,1215,2012-04-14,0,48,801,0
Antigen,1112,1216,2012-04-21,0,44,866,0
Antigen,1112,1217,2012-04-28,0,21,661,0
Antigen,1112,1218,2012-05-05,0,13,531,0
Antigen,1112,1219,2012-05-12,0,15,461,0
Antigen,1112,1220,2012-05-19,0,12,424,0
Antigen,1112,1221,2012-05-26,0,4,433,0
Antigen,1112,1222,2012-06-02,0,8,394,0
Antigen,1112,1223,2012-06-09,0,3,349,0
Antigen,1112,1224,2012-06-16,0,5,324,0
Antigen,1112,1225,2012-06-23,0,2,302,0
Antigen,1112,1226,2012-06-30,0,2,254,0
Antigen,1112,1127,2011-07-09,0,1,99,0
Antigen,1112,1128,2011-07-16,0,1,115,0
Antigen,1112,1129,2011-07-23,0,0,117,0
Antigen,1112,1130,2011-07-30,0,2,97,0
Antigen,1112,1131,2011-08-06,0,1,98,0
Antigen,1112,1132,2011-08-13,0,1,120,0
Antigen,1112,1133,2011-08-20,0,2,94,0
Antigen,1112,1134,2011-08-27,0,2,122,0
Antigen,1112,1135,2011-09-03,0,0,131,0
Antigen,1112,1136,2011-09-10,0,1,136,0
Antigen,1112,1137,2011-09-17,0,1,150,0
Antigen,1112,1138,2011-09-24,0,0,161,0
Antigen,1112,1139,2011-10-01,0,0,191,0
Antigen,1112,1140,2011-10-08,0,3,220,0
Antigen,1112,1141,2011-10-15,0,2,199,0
Antigen,1112,1142,2011-10-22,0,3,164,0
Antigen,1112,1143,2011-10-29,0,2,224,0
Antigen,1112,1144,2011-11-05,0,2,193,0
Antigen,1112,1145,2011-11-12,0,5,243,0
Antigen,1112,1146,2011-11-19,0,4,288,0
Antigen,1112,1147,2011-11-26,0,3,220,0
Antigen,1112,1148,2011-12-03,0,11,267,0
Antigen,1112,1149,2011-12-10,0,18,280,0
Antigen,1112,1150,2011-12-17,0,16,243,0
Antigen,1112,1151,2011-12-24,0,21,267,0
Antigen,1112,1152,2011-12-31,0,25,316,0
Antigen,1112,1201,2012-01-07,0,55,328,0
Antigen,1112,1202,2012-01-14,0,65,382,0
Antigen,1112,1203,2012-01-21,0,89,439,0
Antigen,1112,1204,2012-01-28,0,94,467,0
Antigen,1112,1205,2012-02-04,0,160,598,0
Antigen,1112,1206,2012-02-11,0,152,621,0
Antigen,1112,1207,2012-02-18,0,186,668,0
Antigen,1112,1208,2012-02-25,0,195,703,0
Antigen,1112,1209,2012-03-03,0,209,766,0
Antigen,1112,1210,2012-03-10,0,169,640,0
Antigen,1112,1211,2012-03-17,0,176,731,0
Antigen,1112,1212,2012-03-24,0,116,567,0
Antigen,1112,1213,2012-03-31,0,122,562,0
Antigen,1112,1214,2012-04-07,0,90,491,0
Antigen,1112,1215,2012-04-14,0,67,403,0
Antigen,1112,1216,2012-04-21,0,54,388,0
Antigen,1112,1217,2012-04-28,0,46,331,0
Antigen,1112,1218,2012-05-05,0,31,280,0
Antigen,1112,1219,2012-05-12,0,23,239,0
Antigen,1112,1220,2012-05-19,0,19,222,0
Antigen,1112,1221,2012-05-26,0,10,193,0
Antigen,1112,1222,2012-06-02,0,12,174,0
Antigen,1112,1223,2012-06-09,0,10,168,0
Antigen,1112,1224,2012-06-16,0,5,154,0
Antigen,1112,1225,2012-06-23,0,8,172,0
Antigen,1112,1226,2012-06-30,0,0,45,0
Antigen,1213,1227,2012-07-07,0,2,118,0
Antigen,1213,1228,2012-07-14,0,1,118,0
Antigen,1213,1229,2012-07-21,0,0,111,0
Antigen,1213,1230,2012-07-28,0,1,115,0
Antigen,1213,1231,2012-08-04,0,1,91,0
Antigen,1213,1232,2012-08-11,0,3,140,0
Antigen,1213,1233,2012-08-18,0,0,114,0
Antigen,1213,1234,2012-08-25,0,2,137,0
Antigen,1213,1235,2012-09-01,0,1,124,0
Antigen,1213,1236,2012-09-08,0,2,105,0
Antigen,1213,1237,2012-09-15,0,2,171,0
Antigen,1213,1238,2012-09-22,0,1,162,0
